"","Fold Change","log2(FC)"
"591.54_819.7279m/z",0.47602,-1.0709
"623.13_802.6986m/z",0.47642,-1.0697
"618.11_536.476m/z",0.47668,-1.0689
"659.41_882.8399m/z",0.47669,-1.0689
"L4CH",0.47805,-1.0648
"643.9_978.8511m/z",0.47831,-1.064
"566.67_769.6327m/z",0.47833,-1.0639
"588.8_814.6464m/z",0.47842,-1.0636
"305.22_552.5064m/z",0.47876,-1.0626
"508.15_870.7037m/z",0.47919,-1.0613
"633.86_972.7536m/z",0.47992,-1.0591
"151.57_279.3547m/z",0.48005,-1.0587
"394.77_889.5187m/z",0.48018,-1.0584
"386.55_834.9491m/z",0.48063,-1.057
"346.52_1628.1337m/z",0.48064,-1.057
"TG(48:3)",0.48107,-1.0557
"508.15_869.7382m/z",0.4815,-1.0544
"491.27_618.5184m/z",0.48204,-1.0528
"328.49_877.5196m/z",0.4823,-1.052
"413.48_523.4722m/z",0.48258,-1.0511
"359.98_723.5169m/z",0.4831,-1.0496
"100.81_534.231m/z",0.48418,-1.0464
"2-Hydroxybutyric acid",2.0633,1.0449
"300.55_394.3223m/z",0.48473,-1.0448
"572.83_906.7956m/z",0.48491,-1.0442
"583.32_924.7175m/z",0.48502,-1.0439
"356.1_1616.1603m/z",0.48517,-1.0434
"344.92_690.5432m/z",2.0607,1.0431
"648.0_952.8335m/z",0.48553,-1.0424
"581.04_851.7122m/z",0.48589,-1.0413
"111.99_1283.5858m/z",0.48619,-1.0404
"615.83_922.7878m/z",0.48619,-1.0404
"579.22_547.4727m/z",0.48631,-1.0401
"659.18_1123.6911m/z",0.48657,-1.0393
"508.15_796.6941m/z",0.48672,-1.0388
"385.64_1644.1986m/z",0.48676,-1.0387
"491.5_645.5426m/z",0.48724,-1.0373
"461.04_922.6361m/z",0.48818,-1.0345
"359.98_722.5137m/z",0.48854,-1.0334
"609.21_803.7128m/z",0.48872,-1.0329
"415.07_872.5206m/z",0.48962,-1.0303
"348.34_840.5727m/z",0.49002,-1.0291
"578.99_948.718m/z",0.49028,-1.0283
"111.99_530.3027m/z",0.49038,-1.028
"95.34_425.3469m/z",2.0392,1.028
"154.99_329.248m/z",0.49055,-1.0275
"327.81_878.5233m/z",0.4906,-1.0274
"591.54_823.68m/z",0.49104,-1.0261
"450.55_591.4959m/z",0.49149,-1.0248
"364.88_764.5231m/z",0.49244,-1.022
"306.36_401.2669m/z",0.4927,-1.0212
"662.6_881.7589m/z",0.49279,-1.0209
"448.95_817.655m/z",2.028,1.02
"608.99_945.6557m/z",0.49442,-1.0162
"LPI(20:3/0:0)_2",0.49474,-1.0153
"622.91_652.5387m/z",0.49514,-1.0141
"413.48_563.4651m/z",0.49589,-1.0119
"587.2_953.7899m/z",2.0163,1.0117
"335.34_1566.1416m/z",2.016,1.0115
"390.2_910.6281m/z",2.0159,1.0114
"277.73_489.405m/z",2.0128,1.0092
"615.83_923.7912m/z",0.49694,-1.0088
"657.36_830.7155m/z",2.0119,1.0086
"575.34_933.8143m/z",0.49723,-1.008
"DG(32:1)",0.49743,-1.0074
"309.55_1179.7346m/z",0.49785,-1.0062
"465.15_1011.9154m/z",0.49851,-1.0043
"Docosapentaenoic acid FA(22:5)_1",0.49918,-1.0024
"456.02_649.4809m/z",0.49936,-1.0018
"342.64_785.5803m/z",0.49945,-1.0016
"657.59_858.7618m/z",0.49964,-1.0011
"609.67_953.7622m/z",0.49982,-1.0005
"95.34_426.349m/z",2.0003,1.0002
"95.34_424.3437m/z",1.9997,0.99976
"124.42_480.3096m/z",1.9991,0.99936
"V4TG",0.50078,-0.99775
"571.23_859.6604m/z",0.50094,-0.9973
"91.68_378.2408m/z",0.50102,-0.99707
"205.98_398.3343m/z",0.50102,-0.99707
"386.33_1618.1797m/z",0.50128,-0.9963
"226.52_495.4049m/z",0.50156,-0.99552
"300.78_399.3563m/z",0.50159,-0.99541
"580.81_890.68m/z",0.50207,-0.99404
"491.27_697.6116m/z",0.5022,-0.99368
"229.48_411.3231m/z",0.50257,-0.9926
"393.86_390.8105m/z",1.9863,0.99008
"363.74_796.5812m/z",0.5035,-0.98992
"375.83_845.4926m/z",0.50362,-0.9896
"634.31_820.743m/z",0.50362,-0.98958
"83.01_269.1454m/z",0.50372,-0.98932
"492.64_856.7127m/z",0.50373,-0.98927
"472.91_869.691m/z",0.50411,-0.98819
"625.41_829.7182m/z",0.50452,-0.987
"375.83_844.4893m/z",0.50512,-0.98531
"400.47_777.5832m/z",0.5052,-0.98508
"111.99_158.9749m/z",0.50533,-0.9847
"Octadecadienoylcarnitine CAR(18:2)",1.9781,0.98411
"55.53_463.0784m/z",1.9769,0.98326
"386.55_846.5046m/z",0.50588,-0.98313
"80.96_646.0315m/z",0.50596,-0.9829
"336.93_794.5708m/z",0.50599,-0.98283
"640.93_831.7335m/z",0.50604,-0.98267
"634.31_978.8453m/z",0.5061,-0.98251
"LPA(16:1/0:0)",0.50634,-0.98182
"571.46_795.6486m/z",0.50656,-0.9812
"426.59_850.5264m/z",0.50659,-0.98111
"338.53_739.513m/z",0.5068,-0.98051
"594.28_946.7844m/z",0.50709,-0.97969
"269.75_485.2724m/z",0.50728,-0.97915
"634.31_844.7357m/z",0.50736,-0.97892
"407.09_830.6843m/z",1.9696,0.97791
"394.54_792.5469m/z",0.50777,-0.97777
"590.4_603.5344m/z",0.50816,-0.97665
"419.86_665.51m/z",0.50852,-0.97562
"220.81_435.3477m/z",1.9661,0.97537
"624.73_937.8058m/z",0.50874,-0.97499
"643.44_550.4922m/z",0.50876,-0.97493
"306.36_401.7688m/z",0.50917,-0.97379
"589.71_868.7398m/z",0.50939,-0.97315
"581.96_671.5763m/z",0.50959,-0.97259
"335.34_1565.1388m/z",1.9593,0.97037
"79.14_479.2193m/z",0.51041,-0.97028
"111.99_636.3489m/z",0.51044,-0.9702
"132.4_228.2043m/z",0.51045,-0.97015
"327.58_740.5227m/z",0.5105,-0.97001
"290.97_722.5314m/z",0.51063,-0.96966
"315.94_859.5335m/z",0.51071,-0.96941
"631.8_812.7626m/z",0.51079,-0.96919
"306.36_399.7557m/z",0.51109,-0.96835
"592.22_960.8425m/z",0.51116,-0.96815
"132.4_227.201m/z",0.51133,-0.96766
"Myristic acid FA(14:0)",0.5114,-0.96748
"VLCH",0.51165,-0.96678
"419.87_339.29m/z",0.51193,-0.96598
"622.68_908.7769m/z",0.51228,-0.96499
"LPA(18:0/0:0)",0.51244,-0.96454
"623.13_817.6693m/z",0.51289,-0.96328
"495.6_984.7415m/z",0.51303,-0.96288
"352.91_568.5291m/z",1.9483,0.96224
"358.84_788.5424m/z",0.51339,-0.96187
"634.31_943.7755m/z",0.51377,-0.9608
"Formic acid",1.9461,0.96056
"308.64_766.5388m/z",0.514,-0.96017
"462.18_1042.9494m/z",0.51403,-0.96007
"171.65_697.3653m/z",1.9426,0.95796
"609.21_820.7402m/z",0.51593,-0.95474
"608.99_822.7472m/z",0.51619,-0.95404
"604.31_552.5063m/z",0.51629,-0.95375
"608.76_834.7519m/z",0.51638,-0.9535
"346.29_837.5491m/z",0.51667,-0.95267
"TG(48:0)",0.51795,-0.94911
"528.46_989.7759m/z",0.51809,-0.94873
"306.36_400.7634m/z",0.51819,-0.94846
"642.76_835.7678m/z",0.51828,-0.9482
"583.1_918.756m/z",0.51835,-0.948
"432.98_666.5205m/z",0.51836,-0.94798
"578.3_976.7805m/z",0.5185,-0.94758
"599.07_811.6794m/z",0.51865,-0.94718
"641.16_826.7782m/z",0.5187,-0.94703
"306.36_802.5382m/z",0.51876,-0.94686
"344.01_740.5246m/z",1.9273,0.94661
"387.24_1598.198m/z",0.51934,-0.94524
"TG(48:2)",0.51968,-0.94432
"335.34_1564.1349m/z",1.9237,0.94385
"609.21_821.7439m/z",0.52009,-0.94316
"VLFC",0.52016,-0.94297
"163.21_305.248m/z",0.52016,-0.94296
"IDFC",0.52035,-0.94244
"TG(54:7)_3",0.52041,-0.94228
"614.69_579.5271m/z",0.52059,-0.94178
"658.27_551.5039m/z",0.5206,-0.94175
"315.03_812.5441m/z",0.52082,-0.94115
"617.88_911.7904m/z",0.52089,-0.94094
"615.83_813.6955m/z",0.52159,-0.93901
"611.5_551.5017m/z",0.52166,-0.93883
"164.81_467.331m/z",0.52217,-0.9374
"297.58_553.4248m/z",1.9147,0.93711
"269.97_853.6439m/z",1.9145,0.937
"402.3_759.6193m/z",1.9145,0.93696
"488.53_551.4791m/z",0.52283,-0.93559
"349.03_871.5696m/z",0.52329,-0.93433
"573.29_821.6643m/z",0.52339,-0.93403
"616.06_808.7402m/z",0.52345,-0.93386
"586.29_848.6853m/z",0.52381,-0.93288
"Carboxyheptadecenoylcarnitine CAR(18:1-DC)",1.9088,0.9327
"409.6_1627.2389m/z",0.52408,-0.93213
"641.16_824.7715m/z",0.52474,-0.93032
"288.0_752.5231m/z",0.52504,-0.92949
"603.86_849.6961m/z",0.52528,-0.92885
"614.92_577.518m/z",0.52539,-0.92854
"167.77_337.2354m/z",0.52548,-0.9283
"659.18_1005.7397m/z",0.52584,-0.92729
"349.94_794.5707m/z",0.52613,-0.92652
"599.52_883.7592m/z",0.52619,-0.92634
"83.01_542.3247m/z",0.52651,-0.92545
"577.85_778.6893m/z",0.52671,-0.92493
"565.53_814.6918m/z",0.52676,-0.92477
"342.64_784.5772m/z",0.52684,-0.92458
"545.45_722.6663m/z",0.52699,-0.92416
"81.87_564.2703m/z",0.52707,-0.92393
"409.6_1626.2363m/z",0.52712,-0.92379
"586.75_847.6814m/z",0.52723,-0.92349
"426.59_752.5501m/z",0.5274,-0.92302
"157.27_503.3127m/z",0.52756,-0.92259
"V2CH",0.52768,-0.92227
"384.96_596.5725m/z",1.8931,0.92075
"589.26_870.7464m/z",0.52825,-0.92072
"656.44_949.7689m/z",0.5291,-0.91838
"446.21_640.5057m/z",0.52923,-0.91803
"614.92_980.7786m/z",0.52927,-0.91793
"338.53_738.5104m/z",0.52931,-0.91782
"PI(18:0/20:3)_3",0.52955,-0.91715
"616.06_809.7438m/z",0.52961,-0.91699
"369.9_1568.1678m/z",0.52968,-0.91681
"651.2_842.8331m/z",0.52988,-0.91626
"296.21_602.5224m/z",1.8858,0.91517
"659.18_965.7773m/z",0.53031,-0.91508
"V2TG",0.5304,-0.91486
"657.59_854.8089m/z",0.53046,-0.91468
"429.56_797.6275m/z",0.5305,-0.91458
"378.79_765.5265m/z",0.53119,-0.9127
"386.55_748.5278m/z",0.5313,-0.91241
"641.16_825.7751m/z",0.53152,-0.91181
"589.26_933.8228m/z",0.53192,-0.91073
"624.73_936.8032m/z",0.53193,-0.9107
"PE(O-16:1/22:5) and/or PE(P-16:0/22:5)",0.53204,-0.91039
"614.01_978.763m/z",0.53219,-0.90999
"Decenoylcarnitine CAR(10:1)",1.8789,0.90985
"599.75_920.772m/z",0.53248,-0.9092
"616.29_936.8033m/z",0.53299,-0.90783
"618.11_535.4726m/z",0.53311,-0.90751
"615.15_890.7333m/z",0.53315,-0.90739
"90.32_303.2299m/z",0.53382,-0.90558
"425.45_776.5594m/z",0.53384,-0.90552
"TG(47:1)",0.53404,-0.90499
"317.31_837.5399m/z",0.5342,-0.90454
"593.82_754.6935m/z",0.53421,-0.90452
"328.95_1772.1016m/z",0.53424,-0.90444
"79.14_480.2267m/z",0.53425,-0.90442
"634.77_549.4884m/z",0.53426,-0.90438
"408.0_925.6467m/z",1.8709,0.90371
"653.02_959.8073m/z",0.53463,-0.90339
"456.48_618.5157m/z",0.53464,-0.90337
"642.76_554.5137m/z",0.53466,-0.90331
"509.06_706.6349m/z",0.53467,-0.90329
"139.48_271.2066m/z",0.53469,-0.90323
"112.68_498.8694m/z",0.53485,-0.90279
"599.75_921.7753m/z",0.53516,-0.90195
"441.42_406.3328m/z",1.8678,0.90136
"327.58_814.5597m/z",0.53555,-0.90092
"277.73_550.4916m/z",0.53565,-0.90063
"355.19_905.5498m/z",0.53586,-0.90008
"471.77_538.4517m/z",0.53595,-0.89984
"319.37_907.5325m/z",0.53607,-0.89952
"356.79_1591.1567m/z",0.53624,-0.89904
"575.34_931.8083m/z",0.53625,-0.89903
"317.31_836.5372m/z",0.53627,-0.89898
"52.79_368.2802m/z",1.8639,0.89833
"100.81_533.2277m/z",0.53654,-0.89824
"419.86_663.4953m/z",0.53677,-0.89763
"361.98_775.5495m/z",0.53688,-0.89734
"633.63_952.8269m/z",0.53707,-0.89682
"110.85_605.3644m/z",0.53726,-0.8963
"616.06_815.6996m/z",0.53788,-0.89465
"165.72_649.335m/z",0.53797,-0.89439
"TG(52:6)_3",0.53808,-0.8941
"508.15_826.6776m/z",0.53818,-0.89384
"SulfoHexCer(d18:1/18:0(OH))",0.53824,-0.89368
"491.04_779.6601m/z",0.53838,-0.89331
"291.2_559.4708m/z",1.8567,0.89277
"556.86_929.7922m/z",0.5388,-0.89219
"402.07_573.4875m/z",0.53884,-0.89207
"616.06_944.7223m/z",0.53945,-0.89043
"PI(34:1); PI(16:0/18:1)_2|PI(18:0/16:1)",0.53994,-0.88912
"308.19_555.4399m/z",1.8516,0.88874
"VLTG",0.54025,-0.88831
"609.21_824.7553m/z",0.54036,-0.88802
"358.84_789.5451m/z",0.54043,-0.88783
"V4CH",0.54077,-0.88691
"450.77_552.5073m/z",0.54091,-0.88653
"405.94_866.522m/z",0.54126,-0.88562
"344.69_914.5777m/z",0.54181,-0.88414
"PE(18:0/22:6)",0.54186,-0.884
"347.43_777.5474m/z",0.54197,-0.88371
"400.7_814.5341m/z",0.54198,-0.88369
"137.2_393.2618m/z",1.8448,0.88343
"LPC(20:5/0:0)",0.54246,-0.8824
"212.14_516.3783m/z",1.8414,0.8808
"307.27_549.5438m/z",0.5432,-0.88045
"415.07_776.5511m/z",0.54325,-0.88032
"296.21_851.4717m/z",1.8402,0.87986
"573.06_799.6785m/z",0.5435,-0.87966
"377.43_1551.163m/z",0.54355,-0.87952
"111.99_674.3045m/z",0.54365,-0.87924
"599.75_922.7792m/z",0.54379,-0.87888
"394.77_790.5388m/z",0.54387,-0.87867
"592.45_896.7628m/z",0.5443,-0.87752
"317.31_834.5214m/z",0.54476,-0.87632
"622.68_926.8099m/z",0.54477,-0.87629
"575.11_932.8118m/z",0.54488,-0.87598
"491.27_820.6633m/z",0.54493,-0.87587
"236.78_595.4938m/z",0.54549,-0.87438
"342.41_398.2717m/z",0.54549,-0.87438
"137.2_349.2377m/z",1.833,0.87421
"Tetradecadienoylcarnitine CAR(14:2)",1.833,0.8742
"608.99_825.6958m/z",0.54565,-0.87395
"614.69_979.7733m/z",0.54576,-0.87365
"Octanoylcarnitine CAR(8:0)",1.8321,0.8735
"378.11_1497.1782m/z",0.54609,-0.87278
"72.06_494.1857m/z",1.8311,0.87271
"456.48_313.2745m/z",0.54613,-0.87267
"151.57_279.4337m/z",0.5463,-0.87224
"371.04_896.6125m/z",1.8305,0.87223
"346.29_838.5526m/z",0.54631,-0.87221
"615.6_927.7438m/z",0.54637,-0.87206
"591.54_824.6833m/z",0.54639,-0.87201
"375.6_746.5124m/z",0.54683,-0.87084
"139.48_214.1719m/z",0.54699,-0.87042
"449.86_489.4053m/z",1.8277,0.87001
"416.44_599.5033m/z",0.54726,-0.86969
"462.87_444.3751m/z",0.54736,-0.86945
"91.68_458.2426m/z",0.54796,-0.86786
"269.29_551.4665m/z",0.54805,-0.86762
"329.63_802.5374m/z",0.54811,-0.86745
"394.77_791.542m/z",0.54834,-0.86685
"625.41_830.7213m/z",0.54841,-0.86667
"371.04_811.6034m/z",1.8234,0.86662
"599.98_576.5073m/z",0.54856,-0.86627
"618.57_955.7698m/z",0.54856,-0.86627
"660.78_905.1951m/z",0.54857,-0.86624
"394.77_888.5156m/z",0.54881,-0.86562
"627.47_549.4885m/z",0.5489,-0.86538
"354.5_860.4848m/z",0.54926,-0.86443
"362.03_776.5525m/z",0.54931,-0.86431
"328.95_1774.1082m/z",0.54933,-0.86426
"650.74_867.8111m/z",0.54951,-0.86378
"634.54_982.7947m/z",0.54964,-0.86345
"602.26_949.7973m/z",0.54973,-0.8632
"634.09_938.8191m/z",0.54979,-0.86305
"80.96_647.0349m/z",0.54983,-0.86296
"319.6_401.7703m/z",0.55019,-0.86199
"PE(O-16:1/22:6) and/or PE(P-16:0/22:6)",0.55027,-0.8618
"325.3_850.559m/z",0.55056,-0.86102
"614.92_976.8262m/z",0.5506,-0.86093
"408.23_924.6437m/z",1.8156,0.86047
"556.63_930.7958m/z",0.55077,-0.86047
"V2PL",0.55083,-0.86032
"561.42_789.6786m/z",0.55107,-0.8597
"428.42_1604.2542m/z",0.55117,-0.85944
"508.15_868.7351m/z",0.55143,-0.85875
"91.68_455.2198m/z",0.55147,-0.85865
"420.09_664.5034m/z",0.55149,-0.85861
"576.48_657.5557m/z",0.55166,-0.85814
"464.01_340.2934m/z",0.55195,-0.8574
"375.6_747.5157m/z",0.55213,-0.85693
"317.54_835.5335m/z",0.55218,-0.85679
"IDCH",0.55232,-0.85642
"233.82_593.4778m/z",0.55243,-0.85614
"384.5_880.5462m/z",0.55258,-0.85574
"533.25_710.6572m/z",0.55269,-0.85546
"395.22_932.5777m/z",0.5527,-0.85543
"71.15_396.3112m/z",1.8091,0.85527
"608.99_826.6993m/z",0.55289,-0.85495
"659.18_581.5416m/z",0.55311,-0.85436
"464.01_645.5334m/z",0.55324,-0.85402
"306.36_400.2594m/z",0.55327,-0.85396
"95.34_440.3385m/z",1.8074,0.85395
"369.67_1569.1712m/z",0.55369,-0.85284
"627.24_550.4919m/z",0.55378,-0.85262
"576.71_863.6672m/z",0.55395,-0.85218
"LPI(0:0/20:3)",0.55399,-0.85206
"155.22_328.2399m/z",0.55407,-0.85185
"659.18_880.8259m/z",0.55414,-0.85169
"288.91_552.4174m/z",1.8035,0.8508
"327.58_815.5628m/z",0.5549,-0.8497
"353.59_797.5349m/z",0.55505,-0.8493
"365.11_848.5807m/z",0.55525,-0.84879
"462.87_1009.9005m/z",0.5555,-0.84814
"451.46_537.4419m/z",0.55557,-0.84795
"464.01_638.573m/z",0.55558,-0.84793
"52.79_369.2829m/z",1.799,0.8472
"V4PL",0.55615,-0.84646
"LPG(18:0/0:0)",0.55623,-0.84624
"167.77_100.9331m/z",0.55628,-0.84611
"111.99_1305.5684m/z",0.55644,-0.84571
"72.06_477.1898m/z",1.7969,0.84553
"581.96_711.5576m/z",0.55662,-0.84524
"346.52_806.4425m/z",0.55671,-0.845
"346.29_116.9273m/z",0.55673,-0.84494
"83.01_543.3281m/z",0.55694,-0.8444
"137.2_353.2667m/z",1.7952,0.84415
"354.73_889.5718m/z",0.55735,-0.84334
"PE(18:0/22:5)",0.55777,-0.84225
"409.6_1625.2332m/z",0.55787,-0.84199
"637.28_653.5509m/z",0.55794,-0.84181
"609.21_823.7503m/z",0.55821,-0.84113
"125.33_540.3661m/z",0.55848,-0.84043
"83.01_558.3196m/z",0.55859,-0.84015
"377.66_734.896m/z",1.7898,0.83976
"352.68_824.5802m/z",0.55877,-0.83968
"545.45_723.6697m/z",0.56008,-0.83629
"TG(52:1)",0.56018,-0.83603
"659.18_879.8224m/z",0.56024,-0.83587
"625.41_843.6868m/z",0.56027,-0.83582
"176.44_331.2637m/z",0.56088,-0.83423
"625.41_844.6904m/z",0.56144,-0.8328
"137.2_352.2598m/z",1.781,0.83268
"Sulfo2HexCer(d42:1)",0.56263,-0.82975
"297.36_550.4036m/z",1.7763,0.82887
"339.67_890.5747m/z",0.56323,-0.82821
"616.06_814.6965m/z",0.56379,-0.82678
"167.77_257.2386m/z",0.56437,-0.82528
"329.63_803.5409m/z",0.56472,-0.82438
"465.15_1010.9106m/z",0.56502,-0.82363
"83.01_269.6499m/z",0.56509,-0.82344
"659.18_878.8189m/z",0.5651,-0.82342
"Eicosatrienoic acid FA(20:3)",0.56525,-0.82304
"625.41_845.6908m/z",0.56543,-0.82257
"383.58_789.6119m/z",0.5656,-0.82215
"295.99_884.5365m/z",1.7673,0.82152
"385.18_521.5131m/z",1.7663,0.82072
"639.56_953.8378m/z",0.56618,-0.82066
"137.2_351.2535m/z",1.7655,0.82007
"591.77_874.7014m/z",0.56666,-0.81944
"2-Oxoglutaric acid",0.56666,-0.81944
"Docosatetraenoic acid FA(22:4)",0.56675,-0.81922
"295.53_595.473m/z",1.7637,0.81862
"306.36_804.5558m/z",0.56719,-0.81808
"157.27_502.3085m/z",0.56726,-0.81791
"648.69_840.7919m/z",0.56753,-0.81722
"297.36_551.4095m/z",1.7614,0.81676
"139.48_285.2221m/z",0.56774,-0.81671
"Dodecenoylcarnitine CAR(12:1)_1",1.7605,0.81597
"504.95_960.7413m/z",0.56816,-0.81564
"472.91_868.6876m/z",0.56864,-0.8144
"568.72_840.7081m/z",0.569,-0.8135
"657.59_859.7675m/z",0.56922,-0.81294
"591.77_841.6736m/z",0.56926,-0.81283
"316.86_838.5456m/z",0.56938,-0.81254
"599.75_925.7284m/z",0.56941,-0.81247
"599.29_807.7278m/z",0.56944,-0.81239
"377.43_1550.1618m/z",0.56944,-0.81239
"601.58_834.7474m/z",0.56999,-0.811
"PE(20:1/20:4)",0.57018,-0.8105
"586.06_788.6344m/z",0.57025,-0.81033
"74.12_620.2915m/z",0.57025,-0.81032
"VLPL",0.57028,-0.81026
"581.96_842.7243m/z",0.57087,-0.80878
"634.77_550.4918m/z",0.57087,-0.80876
"589.71_869.7429m/z",0.57094,-0.8086
"329.63_726.4722m/z",0.57139,-0.80744
"614.01_977.7605m/z",0.57152,-0.80713
"426.59_849.524m/z",0.57166,-0.80678
"321.19_426.2743m/z",0.572,-0.80592
"371.72_1580.1705m/z",0.57201,-0.8059
"385.19_520.5097m/z",1.7479,0.80561
"385.18_430.8098m/z",1.7477,0.80545
"537.36_544.5m/z",0.57241,-0.80489
"355.41_888.5682m/z",0.57268,-0.80421
"319.37_820.5514m/z",0.57311,-0.80311
"591.54_839.6614m/z",0.57321,-0.80287
"V1TG",0.57329,-0.80266
"385.18_522.5162m/z",1.7442,0.8026
"652.57_897.7653m/z",0.57341,-0.80237
"115.64_452.2778m/z",0.57361,-0.80186
"571.23_860.6666m/z",0.57407,-0.80071
"69.32_451.3059m/z",0.57435,-0.80001
"542.83_367.3363m/z",0.57452,-0.79957
"659.18_577.5196m/z",0.57483,-0.79879
"456.71_579.5266m/z",0.57493,-0.79854
"319.59_910.5526m/z",0.57506,-0.79821
"384.5_843.5943m/z",0.57532,-0.79757
"321.42_205.1222m/z",1.7372,0.79673
"83.24_270.1526m/z",0.57569,-0.79663
"82.33_532.2155m/z",0.57582,-0.79632
"354.73_762.5087m/z",0.57593,-0.79603
"341.95_781.5586m/z",0.57608,-0.79567
"Cer(d18:1/16:0)",1.7355,0.79533
"277.73_549.4882m/z",0.57629,-0.79514
"491.04_778.6577m/z",0.57631,-0.79508
"LPI(22:6/0:0)",0.57674,-0.794
"346.06_158.9749m/z",0.57677,-0.79393
"491.27_619.621m/z",0.57715,-0.79299
"659.41_580.5383m/z",0.57735,-0.79247
"TG(50:1)",0.57763,-0.79179
"657.59_852.8021m/z",0.57767,-0.79169
"353.36_758.578m/z",0.57768,-0.79165
"642.98_850.7873m/z",0.57789,-0.79114
"634.08_538.4918m/z",0.57828,-0.79017
"633.86_971.7499m/z",0.57832,-0.79007
"137.2_509.2993m/z",1.729,0.78997
"634.54_858.7014m/z",0.57844,-0.78976
"642.98_852.794m/z",0.57846,-0.7897
"319.82_909.549m/z",0.57851,-0.78957
"634.54_551.5031m/z",0.57853,-0.78954
"586.06_787.6307m/z",0.57855,-0.7895
"608.99_827.7026m/z",0.57863,-0.78927
"607.16_876.716m/z",0.57864,-0.78926
"491.27_617.511m/z",0.57868,-0.78916
"82.33_434.2389m/z",0.57903,-0.78829
"441.19_405.8312m/z",1.7267,0.78798
"615.6_928.7471m/z",0.57927,-0.78769
"347.43_776.5445m/z",0.57958,-0.78693
"642.98_851.791m/z",0.5796,-0.78688
"PI(18:0/22:6)",0.57982,-0.78633
"566.67_837.6913m/z",0.58014,-0.78552
"446.21_870.6164m/z",0.58094,-0.78354
"611.27_850.7695m/z",0.58098,-0.78344
"Octadecatrienoic acid FA(18:3)_2",0.58101,-0.78336
"81.87_451.1883m/z",0.58148,-0.7822
"319.82_402.2738m/z",0.58164,-0.78179
"573.06_818.7151m/z",0.58176,-0.78152
"590.4_873.6971m/z",0.58194,-0.78105
"428.42_1603.2534m/z",0.58202,-0.78086
"577.85_923.7215m/z",0.58228,-0.78022
"384.5_842.5908m/z",0.58236,-0.78003
"356.78_1588.1332m/z",0.58257,-0.77949
"406.86_736.5279m/z",0.58285,-0.7788
"229.25_419.3523m/z",0.58301,-0.77842
"392.94_784.6412m/z",1.7148,0.77808
"441.42_813.6815m/z",1.7146,0.7779
"441.19_405.3281m/z",1.7143,0.77761
"91.68_456.227m/z",0.58374,-0.7766
"72.06_373.14m/z",1.7131,0.77658
"328.72_798.5576m/z",0.58378,-0.77651
"389.75_772.6055m/z",1.7119,0.77563
"550.7_789.6792m/z",0.58419,-0.7755
"576.71_822.6695m/z",0.58423,-0.77539
"109.71_655.3165m/z",1.7115,0.77524
"103.32_235.6185m/z",1.7108,0.77469
"648.0_915.8216m/z",0.58457,-0.77455
"269.52_581.5127m/z",0.5846,-0.77449
"342.41_390.2746m/z",0.58494,-0.77364
"321.19_425.7715m/z",0.58507,-0.77333
"566.67_822.7024m/z",0.58509,-0.77326
"353.82_796.5316m/z",0.5853,-0.77276
"599.75_942.7071m/z",0.58533,-0.77268
"296.21_678.5098m/z",0.58559,-0.77204
"355.41_887.5647m/z",0.58562,-0.77197
"378.57_624.572m/z",1.7068,0.77128
"458.53_1843.2808m/z",0.58593,-0.77121
"374.69_743.546m/z",1.7066,0.77114
"533.25_694.6356m/z",0.58598,-0.77107
"139.48_269.2263m/z",0.586,-0.77102
"659.18_883.7744m/z",0.586,-0.77102
"609.9_950.811m/z",0.58609,-0.7708
"PI(18:0/22:4)",0.58654,-0.76969
"385.18_538.5195m/z",1.7037,0.76867
"PE(O-16:0/22:6)",0.58698,-0.76861
"426.59_848.5203m/z",0.58707,-0.7684
"599.75_941.7039m/z",0.58708,-0.76837
"376.28_810.5625m/z",0.58728,-0.76789
"369.9_1570.1742m/z",0.58734,-0.76773
"439.37_755.5792m/z",0.58742,-0.76755
"430.7_609.0159m/z",1.7019,0.76716
"430.47_609.5174m/z",1.7014,0.76671
"360.44_781.6305m/z",1.7014,0.76669
"656.22_929.8376m/z",0.58782,-0.76656
"573.17_837.6481m/z",0.58783,-0.76653
"L5CH",0.58795,-0.76623
"659.18_881.8278m/z",0.58803,-0.76605
"657.59_857.7578m/z",0.58826,-0.76548
"439.37_563.5042m/z",0.58831,-0.76535
"642.76_552.5075m/z",0.58834,-0.76527
"642.76_551.5041m/z",0.58846,-0.76499
"659.18_884.778m/z",0.5886,-0.76463
"308.41_552.4175m/z",1.6989,0.7646
"355.19_904.5465m/z",0.58894,-0.7638
"270.43_578.486m/z",0.58914,-0.76332
"377.66_735.0692m/z",1.6963,0.7624
"329.86_349.739m/z",0.58969,-0.76196
"V1CH",0.58987,-0.76154
"481.35_834.712m/z",1.6942,0.76057
"618.57_948.8034m/z",0.5904,-0.76023
"Hexadecadienoylcarnitine CAR(16:2)",1.6936,0.76007
"298.27_402.349m/z",1.6935,0.75999
"346.75_806.6812m/z",0.59075,-0.75938
"618.57_949.8068m/z",0.59076,-0.75935
"577.85_924.7248m/z",0.59127,-0.75812
"288.0_880.5085m/z",0.59214,-0.75599
"297.13_420.3541m/z",0.59223,-0.75576
"578.3_975.7769m/z",0.59228,-0.75565
"634.09_836.7718m/z",0.59231,-0.75558
"353.59_913.5803m/z",0.59298,-0.75394
"165.72_551.3583m/z",0.59303,-0.75383
"441.88_826.6812m/z",1.686,0.75361
