"",F.stat,p.value,-log10(p),FDR
438.68_417.8314m/z,3.69,0.031118,1.507,0.3926
HexCer(d16:1/24:0),3.69,0.03112,1.507,0.3926
370.81_861.622m/z,3.6882,0.031168,1.5063,0.3926
346.97_381.373m/z,3.6872,0.031197,1.5059,0.3926
625.41_1067.6286m/z,3.6859,0.031233,1.5054,0.3926
387.01_890.5681m/z,3.6833,0.031305,1.5044,0.3926
377.66_784.5866m/z,3.6828,0.031318,1.5042,0.3926
430.7_834.6551m/z,3.6805,0.031383,1.5033,0.3926
123.74_284.6734m/z,3.6792,0.031419,1.5028,0.3926
588.8_797.6639m/z,3.6789,0.031427,1.5027,0.3926
387.92_817.5938m/z,3.6788,0.03143,1.5027,0.3926
357.7_759.5738m/z,3.6771,0.031478,1.502,0.3926
395.68_427.3119m/z,3.6765,0.031492,1.5018,0.3926
357.47_185.0776m/z,3.6749,0.031538,1.5012,0.3926
420.78_757.6231m/z,3.6734,0.031579,1.5006,0.3926
625.41_805.729m/z,3.6726,0.031604,1.5003,0.3926
630.43_573.4882m/z,3.6715,0.031635,1.4998,0.3926
377.88_906.5619m/z,3.6706,0.031658,1.4995,0.3926
394.77_546.525m/z,3.6701,0.031673,1.4993,0.3926
441.42_406.3328m/z,3.6687,0.031713,1.4988,0.3926
395.22_426.8088m/z,3.6678,0.031736,1.4984,0.3926
533.02_601.613m/z,3.6664,0.031777,1.4979,0.3926
346.74_829.5574m/z,3.6635,0.031857,1.4968,0.3926
302.6_724.5451m/z,3.6622,0.031895,1.4963,0.3926
95.34_425.3469m/z,3.6617,0.031909,1.4961,0.3926
369.9_1568.1678m/z,3.6609,0.031932,1.4958,0.3926
568.95_841.7104m/z,3.6603,0.031949,1.4955,0.3926
81.87_337.2742m/z,3.6601,0.031956,1.4955,0.3926
317.54_652.5387m/z,3.6599,0.031959,1.4954,0.3926
397.05_1646.2147m/z,3.6596,0.031968,1.4953,0.3926
456.48_618.5157m/z,3.6595,0.031972,1.4952,0.3926
317.54_653.5426m/z,3.6593,0.031978,1.4951,0.3926
357.7_758.5706m/z,3.6573,0.032034,1.4944,0.3926
674.58_685.4362m/z,3.6554,0.032088,1.4937,0.3926
397.05_1647.2184m/z,3.6528,0.032163,1.4926,0.3926
533.25_707.6843m/z,3.6516,0.032197,1.4922,0.3926
533.02_602.6204m/z,3.651,0.032212,1.492,0.3926
81.65_509.2992m/z,3.6504,0.032229,1.4918,0.3926
625.41_844.6904m/z,3.6492,0.032266,1.4913,0.3926
430.47_611.5958m/z,3.6432,0.032438,1.4889,0.39351
412.56_390.7803m/z,3.6425,0.032458,1.4887,0.39351
103.32_494.2879m/z,3.6421,0.032468,1.4885,0.39351
588.8_936.7294m/z,3.6382,0.032582,1.487,0.3937
489.44_850.6707m/z,3.6376,0.0326,1.4868,0.3937
593.82_755.6959m/z,3.637,0.032615,1.4866,0.3937
328.72_987.4799m/z,3.6353,0.032665,1.4859,0.3937
611.27_850.7695m/z,3.6343,0.032695,1.4855,0.3937
430.7_629.6069m/z,3.6309,0.032794,1.4842,0.39394
379.48_559.4465m/z,3.6306,0.0328,1.4841,0.39394
306.59_820.5507m/z,3.6289,0.032851,1.4835,0.39404
100.13_258.109m/z,3.6217,0.033062,1.4807,0.3958
615.15_578.5225m/z,3.621,0.033083,1.4804,0.3958
Octadecatrienoylcarnitine CAR(18:3)_2,3.6179,0.033173,1.4792,0.39594
302.6_695.5121m/z,3.6163,0.03322,1.4786,0.39594
472.45_867.6677m/z,3.6159,0.033232,1.4784,0.39594
168.34_445.3318m/z,3.613,0.033317,1.4773,0.39594
491.27_781.6755m/z,3.6107,0.033387,1.4764,0.39594
TG(48:3),3.6098,0.033414,1.4761,0.39594
465.15_434.8132m/z,3.609,0.033436,1.4758,0.39594
100.36_411.1936m/z,3.6064,0.033514,1.4748,0.39594
116.1_442.3512m/z,3.6051,0.033553,1.4743,0.39594
68.41_397.3104m/z,3.6048,0.033562,1.4742,0.39594
326.44_792.5552m/z,3.6036,0.033598,1.4737,0.39594
470.85_831.6937m/z,3.6033,0.033606,1.4736,0.39594
603.63_768.7083m/z,3.6015,0.033658,1.4729,0.39605
307.27_549.5438m/z,3.5971,0.033791,1.4712,0.39665
464.92_435.8209m/z,3.5961,0.033821,1.4708,0.39665
357.24_1541.6019m/z,3.5954,0.033842,1.4705,0.39665
583.1_762.6117m/z,3.5941,0.033881,1.47,0.39665
335.11_116.9274m/z,3.5916,0.033957,1.4691,0.39704
325.53_857.5172m/z,3.5855,0.034142,1.4667,0.39863
72.06_494.1857m/z,3.5841,0.034184,1.4662,0.39863
357.93_720.556m/z,3.5829,0.034221,1.4657,0.39863
112.68_104.1075m/z,3.5794,0.034325,1.4644,0.39934
462.87_1009.9005m/z,3.5766,0.034412,1.4633,0.39985
430.7_628.6036m/z,3.573,0.034521,1.4619,0.40009
368.75_844.5972m/z,3.5729,0.034526,1.4618,0.40009
596.79_894.756m/z,3.5717,0.034561,1.4614,0.40009
100.13_519.3288m/z,3.5691,0.034641,1.4604,0.40013
335.11_1079.8377m/z,3.5688,0.034652,1.4603,0.40013
124.42_480.3096m/z,3.5617,0.034872,1.4575,0.40119
653.02_617.551m/z,3.5613,0.034883,1.4574,0.40119
371.04_835.6062m/z,3.5588,0.034962,1.4564,0.40119
319.37_804.5561m/z,3.5567,0.035027,1.4556,0.40119
398.65_904.5444m/z,3.5565,0.035033,1.4555,0.40119
625.41_843.6868m/z,3.5561,0.035044,1.4554,0.40119
659.18_965.7773m/z,3.5545,0.035095,1.4548,0.40119
591.54_823.68m/z,3.5528,0.035148,1.4541,0.40119
419.87_649.5197m/z,3.5522,0.035166,1.4539,0.40119
339.22_814.5591m/z,3.5519,0.035176,1.4538,0.40119
506.78_870.6983m/z,3.5494,0.035254,1.4528,0.40124
TG(44:1),3.5473,0.03532,1.452,0.40124
286.17_377.3212m/z,3.5458,0.035368,1.4514,0.40124
325.75_858.5238m/z,3.5439,0.035428,1.4507,0.40124
326.44_793.5584m/z,3.54,0.03555,1.4492,0.40124
589.26_892.7971m/z,3.5329,0.035775,1.4464,0.40124
644.58_577.52m/z,3.5326,0.035786,1.4463,0.40124
398.65_930.5519m/z,3.5269,0.035966,1.4441,0.40124
667.28_619.5668m/z,3.5268,0.035969,1.4441,0.40124
368.75_881.5503m/z,3.5248,0.036035,1.4433,0.40124
654.39_938.7702m/z,3.5232,0.036085,1.4427,0.40124
192.75_517.3859m/z,3.522,0.036125,1.4422,0.40124
618.57_953.7598m/z,3.5203,0.03618,1.4415,0.40124
100.13_536.3352m/z,3.5197,0.036199,1.4413,0.40124
404.81_421.8094m/z,3.5179,0.036256,1.4406,0.40124
357.24_1545.1501m/z,3.5173,0.036276,1.4404,0.40124
356.1_1616.1603m/z,3.5158,0.036323,1.4398,0.40124
333.97_518.9076m/z,3.5154,0.036338,1.4396,0.40124
664.2_537.5242m/z,3.5125,0.036431,1.4385,0.40124
606.48_815.6575m/z,3.5121,0.036444,1.4384,0.40124
100.13_518.3242m/z,3.5099,0.036515,1.4375,0.40124
615.83_923.7912m/z,3.5091,0.03654,1.4372,0.40124
329.18_1560.1048m/z,3.5056,0.036656,1.4359,0.40124
163.21_305.248m/z,3.5047,0.036685,1.4355,0.40124
591.54_819.7279m/z,3.5042,0.0367,1.4353,0.40124
491.5_618.6172m/z,3.5042,0.036701,1.4353,0.40124
418.72_382.7751m/z,3.5037,0.036719,1.4351,0.40124
312.75_627.534m/z,3.5026,0.036752,1.4347,0.40124
402.3_828.6126m/z,3.5024,0.03676,1.4346,0.40124
139.48_271.2066m/z,3.5023,0.036765,1.4346,0.40124
346.74_845.5314m/z,3.5022,0.036766,1.4346,0.40124
412.79_934.5894m/z,3.4999,0.036843,1.4336,0.40124
472.22_868.7343m/z,3.4995,0.036854,1.4335,0.40124
424.31_828.6125m/z,3.4986,0.036884,1.4332,0.40124
431.15_925.6447m/z,3.4982,0.036899,1.433,0.40124
103.32_430.2107m/z,3.4976,0.036917,1.4328,0.40124
421.69_896.6371m/z,3.4976,0.036917,1.4328,0.40124
611.27_852.7153m/z,3.4975,0.036922,1.4327,0.40124
581.73_860.7341m/z,3.4956,0.036984,1.432,0.40124
371.04_923.6316m/z,3.4927,0.03708,1.4309,0.40124
441.19_405.8312m/z,3.4925,0.037084,1.4308,0.40124
81.87_429.2036m/z,3.4912,0.037128,1.4303,0.40124
561.42_789.6786m/z,3.49,0.037168,1.4298,0.40124
TG(55:2),3.4884,0.03722,1.4292,0.40124
591.54_818.7244m/z,3.4873,0.037259,1.4288,0.40124
LPC(20:2/0:0),3.4865,0.037286,1.4285,0.40124
349.25_765.5601m/z,3.4862,0.037294,1.4284,0.40124
370.12_395.3886m/z,3.486,0.037302,1.4283,0.40124
442.33_389.3621m/z,3.4859,0.037304,1.4282,0.40124
607.16_876.716m/z,3.4832,0.037395,1.4272,0.40124
714.73_1323.0858m/z,3.4822,0.037427,1.4268,0.40124
315.49_672.5502m/z,3.4822,0.037428,1.4268,0.40124
72.06_465.186m/z,3.479,0.037535,1.4256,0.40164
368.19_1595.1785m/z,3.4785,0.037551,1.4254,0.40164
369.9_1059.4439m/z,3.4755,0.037651,1.4242,0.40224
395.45_427.8143m/z,3.4733,0.037726,1.4234,0.40257
328.27_783.5649m/z,3.4715,0.037787,1.4227,0.40257
103.55_237.6336m/z,3.4707,0.037811,1.4224,0.40257
409.6_1560.2243m/z,3.469,0.037869,1.4217,0.40273
373.32_377.7708m/z,3.4614,0.038129,1.4187,0.40419
627.47_831.7451m/z,3.4605,0.038159,1.4184,0.40419
128.53_548.3715m/z,3.4601,0.038173,1.4182,0.40419
420.09_857.6096m/z,3.4598,0.038181,1.4182,0.40419
422.37_841.6441m/z,3.4551,0.038342,1.4163,0.40543
PE(18:0/20:3),3.4536,0.038394,1.4157,0.40552
645.04_877.0316m/z,3.4486,0.038565,1.4138,0.40675
139.48_288.2402m/z,3.4467,0.03863,1.4131,0.40675
633.86_627.5351m/z,3.4464,0.038642,1.4129,0.40675
357.47_763.5893m/z,3.4419,0.038797,1.4112,0.40792
LPI(0:0/18:0),3.4387,0.038908,1.41,0.40802
121.57_398.1945m/z,3.438,0.038933,1.4097,0.40802
667.73_920.8577m/z,3.4378,0.038938,1.4096,0.40802
680.97_920.8661m/z,3.4338,0.039079,1.4081,0.40857
396.14_855.6334m/z,3.4329,0.03911,1.4077,0.40857
422.37_836.6168m/z,3.4325,0.039123,1.4076,0.40857
642.76_552.5075m/z,3.4298,0.039217,1.4065,0.40883
340.81_545.4287m/z,3.4272,0.03931,1.4055,0.40883
81.87_432.2248m/z,3.426,0.039352,1.405,0.40883
377.88_907.5651m/z,3.4259,0.039355,1.405,0.40883
270.43_505.3017m/z,3.4235,0.03944,1.4041,0.40883
413.48_524.4758m/z,3.4205,0.039547,1.4029,0.40883
614.69_979.7733m/z,3.4203,0.039553,1.4028,0.40883
357.7_760.4744m/z,3.4197,0.039573,1.4026,0.40883
275.45_429.3731m/z,3.4175,0.03965,1.4018,0.40883
409.83_820.6228m/z,3.4163,0.039693,1.4013,0.40883
582.87_746.6344m/z,3.4161,0.039701,1.4012,0.40883
252.86_379.2995m/z,3.4161,0.039701,1.4012,0.40883
642.98_850.6583m/z,3.4155,0.039721,1.401,0.40883
371.04_922.6281m/z,3.4115,0.039864,1.3994,0.40957
462.18_1042.9494m/z,3.411,0.039881,1.3992,0.40957
644.58_578.5233m/z,3.4094,0.039939,1.3986,0.40972
612.18_929.7522m/z,3.4073,0.040014,1.3978,0.41003
505.41_841.7166m/z,3.4044,0.040116,1.3967,0.41063
306.36_802.5382m/z,3.3936,0.040507,1.3925,0.41164
408.0_925.6467m/z,3.3912,0.040594,1.3915,0.41164
328.95_782.5613m/z,3.391,0.0406,1.3915,0.41164
